,Label,sentence
4159,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항 리셋 접수 수신 불 리셋 회선 단말특이사항 진단 결과 기타 추가 연락처
4160,실시간 채널>화질 이상,코로나 이 상무재확인 필 고객 요청사항 티비 화면이상 포트리셋 불회선 단말특이사항 진단 결과 정상기 타 추가 연락처
4161,고객원인>특이고장,서비스 번호 문의자 문의 내용 및 처리 내용 티 업데이트 문구 자꾸 뜬다고 하심 리셋 안내 접수 보류 또 뜨면 다시 연락주신다고함
4162,실시간 채널>수신 불량,고객 요청사항 몇몇 채널 수신불회선 단말특이사항 소리도 안 들림진단 결과 정상기 타 추가 연락처 코로나 이상무재확인필
4164,AS접수/변경>장비리셋 후 재사용 요청,월일 리셋 접수 부주의 선 정리한다고 만 지시고 시청 안됨 위치 이동 없음 선도 다 연결되었다 하심
4165,실시간 채널>수신 불량,최대한 빠른 방문 요청가 동 층 고객 요청사항 티비시청 불연결오류 발생 바코드 확인재부팅도 여러 번 해보셨다 함회선 단말 특이사항 진단 결과 기타 추가 연락처
4166,실시간 채널>수신 불량,독촉 연 후방 코로나 이 상무 고객 요청사항 시청 불 셋탑리셋 안내 회선 단말특이사항 진단 결과 기타 추가 연락처
4167,단말>리모컨작동불가>택배발송,권유 실패 고객 요청사항 리모컨 안됨 택배 접수 매장 없음 회선 단말특이사항 진단 결과 기타 추가 연락처
4168,단말>STB(작동)이상,코로나 이 상무재확인 필 고객 요청사항 셋 탑 작동 이상이전 방문 엔지니어가 교체해준다고 했다 함 빠른 방문 요청회 선 단말특이사항 진단 결과 정상기 타 추가 연락처
4169,단말>STB(작동)이상,기가 지니 음성명령 시 인식은 하는데 응답 소리 안 들림 음성인식률 떨어짐 외부 신고 연 후방
4170,단말>STB(작동)이상,전원 수시로 꺼지면서 화면도 꺼짐
4171,단말>리모컨작동불가>택배발송,리모컨 작동 불택배 희망 등록함
4172,실시간 채널>수신 불량,코로나 이 상무재확인필 고객 요청사항 동 층 티비수 신불임의회 선 회선 단말특이사항 요양원 다회선 진단 결과 기타 추가 연락처 연후방
4173,실시간 채널>화질 이상,고객 요청사항가 나오다가 갑자기 화면이 안 나오다가 나오다가 함연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
4174,단말>리모컨작동불가>택배발송,리모컨 택배 발송
4175,실시간 채널>수신 불량,코로나 이 상무 재확인 필 고객 요청사항 시청 불재부팅 후 시청 되나 리모컨으로 전원을 끄고 다시켜면 안 된다심회선 단말특이사항 진단 결과 기타 추가 연락처인
4176,실시간 채널>수신 불량,대중 대만 수신불코로나 안내리셋해보셨다함
4177,실시간 채널>수신 불량,고객 요청사항 수신불 최대한 빠른 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
4178,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 수신 불 아파트가입되어 잇는 채널만 나온다고 함 꼼꼼하게 점검 부탁드립니 다 회선 단말특이사항 진단 결과 기타 추가 연락처인
4181,실시간 채널>수신 불량,고객 요청사항 수신 불 회선 단말특이사항 진단 결과 비정상 기 타 추가 연락처 인
4182,단말>리모컨작동불가>M&S내방안내,리모컨 작동 안됨매장 방문 안내리모컨
4183,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 재 설치장비 분실했다고 함비용 관련 안내 함회선 단말특이사항 진단 결과 기타 추가 연락처
4184,단말>STB(작동)이상,고객 요청사항 넷플릭스 시청 중 꺼짐 회선 단말특이사항 진단 결과 기타 추가 연락처
4185,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 고장 대 모두 택배 신청 회선 단말특이사항 진단 결과 기타 추가 연락처
4186,단말>리모컨작동불가>M&S내방안내,고객 요청사항 리모컨 작동 불로 매장 문자 전송 문자 전송회선 단말특이사항 진단 결과 기타 추가 연락처
4187,실시간 채널>수신 불량,월 일 시 수신 불 코로나 이상무재부팅 후에도 동일 증상
4189,고객원인>증설/구내선 정리요청,코로나 이 상무 재확인필 고객 요청사항 티 선 재설치 요청 회선 단말특이사항 진단 결과 기타 추가 연락처인
4190,실시간 채널>화질 이상,고객 요청사항 화질이상과 리모컨 확인 버튼 빠져 새로 교체도 요청회선 단말특이사항 진단 결과 기타 추가 연락처
4191,단말>STB(작동)이상,고객 요청사항 임의회 선 작동 이상 고객 측에서 확인하기 어렵다 하심 출동 접수 요청회선 단말특이사항 진단 결과 정상기 타 추가 연락처
4192,실시간 채널>수신 불량,고객 요청사항 관리실 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
4193,단말>리모컨작동불가>택배발송,권유 실패 고객 요청사항 지니리모콘 쇼파에서 떨어진 후 안됨 구매 안내하니 그전부터 잘 안 되었고 기사가 번 전화하면 무료로 교체해준다고 했다고 불만 이번에는 무료 교체 추후에는 구매해야 됨 안내회선 단말특이사항 진단 결과 기타 추가 연락처
4194,실시간 채널>수신 불량,최대한 빠른 방문 요청 코로나 이 상무재확인 필 고객 요청사항 채널 하나만 나온다 하심회선 단말특이사항 호 임의 진단 결과 기타 추가 연락처
4195,단말>STB(부팅) 이상>부팅중 오류메시지 발생,남일시 안내함 코로나 이 상무 올레티비수 신불대로딩 중에 러뜨면서 안됨올인 홈 정상리셋리 부팅 안내함
4196,실시간 채널>수신 불량,고객 요청사항 티비수 신불신호 없음 연락 후 방문회선 단말특이사항 진단 결과 기타 추가 연락처
4197,단말>리모컨작동불가>M&S내방안내,리셋 건 리모콘 채널이 동 버튼이 되다 안 되다 함 방문하신다고 하여 문자 남겨 드림
4198,AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 고객 요청사항 추가 리모컨 고장 리셋 회선 단말특이사항 진단 결과 기타 추가 연락처
4199,실시간 채널>수신 불량,고객 요청사항 호수신불 연락 후회선 단말특이사항 대리신고차 연락처 진단 결과 기타 추가 연락처
4200,단말>스피커이상(기가지니),기가 지니 셋탑에서 잡음이 생긴다고 함시분 이후 희망 연후방
4201,단말>STB(작동)이상,지니 전원 버튼 고장 교체 요청연 후방
4202,VOD/컨텐츠>메뉴 실행 불가,시 이후 점검 희망코로나 이 상무 권유 실패 고객 요청사항 되나 다시보기 등 올레 메뉴 사용 안 되다가 선만 지면 다시 되기도 하고 실행되다가 멈추기도 하고 문제 발생회선 단말 특이사항 진단 결과 기타 추가 연락처
4203,단말>STB(작동)이상,고객 요청사항 모텔로 독촉 주소로 조회함임의 뮤즈 모텔 호셋 탑 전원안 들어 옴 명의 자 생년월일 모르고 안 되는 방에 손님 입실해 있어서 셋탑 바코드도 확인 불가 당일 요청해서 통화 후 야간 접수함회선 단말특이사항 진단 결과 기타 추가 연락처
4204,AS접수/변경>임대단말 분실/파손,리모컨 파손
4205,실시간 채널>화질 이상,화질이상 티비대동일
4207,VOD/컨텐츠>메뉴 실행 불가,고객 요청사항 실시간 채널은 정상 시청 안됨 외부 신고회선 단말특이사항 진단 결과 기타 추가 연락처
4208,AS접수/변경>장비리셋 후 재사용 요청,일 리셋 접수 고객 요청사항 티비대 수신불회선 단말특이사항 진단 결과 정상기 타 추가 연락처
4209,실시간 채널>수신 불량,고객 요청사항 수신불 방문 전 연락 요청회선 단말특이사항 진단 결과 기타 추가 연락처
4210,단말>리모컨작동불가>현장출동,고객 요청사항 리모컨 작동 불 연후방 회선 단말특이사항 진단 결과 기타 추가 연락처
4211,실시간 채널>수신 불량,고객 요청사항 호 임의 수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처
4212,실시간 채널>수신 불량,고객 요청사항 시시 수신 불채널 이동시 시시 안나옴회선 단말특이사항 진단 결과 기타 추가 연락처
4213,실시간 채널>수신 불량,차리셋 후 동일 잦은 고장 독촉 전달 오후 중 방문 안내 최대한 빠른 방문 요청 독촉 지사 선처리함 고객 요청사항리셋 접수 수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처
4214,AS접수/변경>임대단말 회수요청,임 대장비 회수 요청 서비스 번호 문의 자 김은주 문의 내용 및 처리 내용 해지한 티비 임대장비 회수 요청하십니다 빠른 확인 및 통화 요청 드립니다
4215,단말>리모컨작동불가>택배발송,리모컨 일부 버튼 인식 잘 안됨 안 될 때 소 등 건전지 교체해 봄 택배 등록 리모컨
4216,실시간 채널>화질 이상,고객 요청사항 티비화질 불장비리셋 다시 해본다고 하심 종결회선 단말특이사항 진단 결과 모뎀 정상기 타 추가 연락처
4217,단말>STB(작동)이상,고객 요청사항 전원 회선단말특이사항 진단 결과 기타 추가 연락처
4218,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 화면 안나옴 연락 후회선 단말특이사항 호바코드로 확인 진단 결과 기타 추가 연락처
4219,단말>리모컨작동불가>현장출동,연 고객 요청사항 대중대 리모컨 안됨 코로나 이상무회선 단말특이사항 진단 결과 기타 추가 연락처
4220,VOD/컨텐츠>네트워크 오류,코로나 이 상무 고객 요청사항 대중대 다시보기 실행시네트워크 오류 실시간 채널 정상포트리셋 연락 후 방문 요청회 선 단말특이사항 진단 결과 올인 홈모뎀 정상기 타 추가 연락처
4221,단말>리모컨작동불가>택배발송,이 관건 일반 셋탑 리모컨 셋탑에 붙어서 눌러야 작동 됨기가 지니 리모컨으로 작동 시 멀리서도 작동은 되나 거실 기가 지니까지 같이 작동되어 불편 건전지 교체해봐도 동 일본인 안내 시 택배 발송 요청 등록
4222,AS접수/변경>임대단말 분실/파손,봇리모컨 파손 금액 안내 택배
4223,실시간 채널>수신 불량,일시 수신불 화면안나옴
4224,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 수신 불회선 단말특이사항 진단 결과 기타 추가 연락처
4225,"고객원인>부주의, ID/PW 분실 등",티비화면이 영문으로 나온다고 함 고객 측의뢰
4226,단말>STB(작동)이상,오 전시시 방문 요청 코로나 이상무 고객 요청사항 호임의회선전원소등어뎁터선 확인함 무선도 사용하는데 무선도 접속 불방묺시 같이 확인 요청회선 단말특이사항 진단 결과 기타 추가 연락처
4227,단말>리모컨작동불가>택배발송,고객 요청사항 호리모컨 작동불택배 요청 등록 회선단말특이사항 임의 진단 결과 기타 추가 연락처 지민희
4228,실시간 채널>수신 불량,외국 다녀와 서 자 가 격리 중 수신 불리셋 보류
4229,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 재설치 요청 위치 이동연락 후 방문회선 단말특이사항 진단 결과 기타 추가 연락처
4230,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 셋탑이 리모컨 신호를 잘 못 받느 다 하심회선 단말 특이사항 진단 결과 정상기 타 추가 연락처
4231,실시간 채널>수신 불량,고객 요청사항 대 수신불 회선 단말특이사항 진단 결과 기타 추가 연락처
4232,실시간 채널>수신 불량,차리셋건 연락처 정상 유선 녹취도 안됨임의 접수 고객 요청사항리셋 접수 수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처
4233,AS접수/변경>장비리셋 후 재사용 요청,리셋 접수기가 지니 음성인식 불고객 요청사항기가 지니 음성인식이 안 된다고 하심 모뎀 셋톱 재부팅 안내회선 단말특이사항 진단 결과 정상기 타 추가 연락처
4234,고객원인>증설/구내선 정리요청,고객 요청사항 선 재연결 요청 시청 중 꺼짐 현상도 있다심 회선단말특이사항 진단 결과 정상 기타 추가 연락처
4235,단말>리모컨작동불가>택배발송,리모컨 방향 버튼 시 시 작동 불 정상 페어링 설정 셋탑 재부팅해도 안됨 본인 택배 배송 등록 리모컨 재부팅
4236,VOD/컨텐츠>메뉴 실행 불가,일 오후 다시 보기 안됨 고장 접수
4237,VOD/컨텐츠>메뉴 실행 불가,멤버십 고객 요청사항 메뉴 실행 불가 회선 단말특이사항 진단 결과 기타 추가 연락처 인
4238,단말>STB(작동)이상,멀고 객 요청사항기가 지니 고장 셋탑이상 회선 단말특이사항 진단 결과 기타 추가 연락처
4239,단말>리모컨작동불가>현장출동,고객 요청사항 리모컨 작동 불 일부 버튼 안됨 대리인인 입으로 배송 처리 거부로 방문 요청 꼭 연 후방 회선단말특이사항 진단 결과 신호 정상기 타 추가 연락처
4240,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 수신 불재부팅해도 안됨회선 단말특이사항 진단 결과 기타 추가 연락처
4241,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 스마트 티비 기능 문의 티비 제조사 확인 의뢰함회선 단말특이사항 진단 결과 기타 추가 연락처
4242,단말>음성인식이상(기가지니),연 후방기가 지니티 비 시청 정상 유튜브 실행시 인터넷 연결오류뜸
4243,단말>리모컨작동불가>택배발송,리모컨 잘 안됨 택배 접수
4244,"고객원인>부주의, ID/PW 분실 등",넷플릭스 관련 문의 스마트 기능 사용 고객 측의뢰 요청
4245,AS접수/변경>장비리셋 후 재사용 요청,월일 리셋 접수 수신 불 신호 없음 메세지
4246,실시간 채널>수신 불량,코로나 이 상무 재확인 필 고객 요청사항 시청 불회선 단말특이사항 진단 결과 기타 추가 연락처인
4247,AS접수/변경>장비리셋 후 재사용 요청,리셋 고객 요청사항 대 바코드 확인함 시청 불 신호 없음 오류 메세지뜬 다심재부팅 안내 회선단말특이사항 진단 결과 기타 추가 연락처
4248,"단말>전원, 충전 이상",멀 코로나 이 상 무재확인 필 고객 요청사항 티 신규 개통 후 전 원켜면 사용 불가 증상 발생리셋재부팅 연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
4249,단말>STB(부팅) 이상>부팅중 오류메시지 발생,코로나 이 상무재확인필 수신 불 로딩 중 메시지 회선단말특이사항 진단 결과 기타 추가 연락처
4250,단말>리모컨작동불가>기타문의,리콜 건 리모컨 작동 불 셋탑 재부팅 후 정상 사용 확인 종료함
4251,실시간 채널>네트워크 오류,고객 요청사항 티비수 신불네트워크 오류리셋 연락 후 방문회선 단말특이사항 진단 결과 모뎀 비정상 기 타 추가 연락처
4253,단말>리모컨작동불가>현장출동,고객 요청사항 시 시리모컨 작동 안됨 잘 안 눌러 짐 무조건 리모컨 교체 요청 회선 단말특이사항 진단 결과 기타 추가 연락처
4254,실시간 채널>수신 불량,고객 요청사항 호수신불회선 단말특이사항 진단 결과 기타 추가 연락처 연후방
4255,실시간 채널>네트워크 오류,코로나 이 상무재확인 필 고객 요청사항 호 티비 업데이트 중이라고 나오면서 시청 안됨 회선 단말특이사항 진단 결과 기타 추가 연락처
4256,실시간 채널>수신 불량,임 의회 선 코로나 이 상무 고객 요청사항 시청 불 회선 단말특이사항 진단 결과 기타 추가 연락처
4257,데이터서비스>접속 지연/끊김,코로나 이 상무 재확인필 고객 요청사항 수신 불 모뎀 기가 지니리코컨 교체 점검 요청회선 단말특이사항 진단 결과 기타 추가 연락처
4259,AS접수/변경>장비리셋 후 재사용 요청,리셋티비 수신불장비재부팅 안내
4260,"고객원인>부주의, ID/PW 분실 등",일 오후 티비 교체 후 선 연결 요청 회사 기숙사
4261,실시간 채널>수신 불량,일 오후 수신 불량 둘 다 점검 요청임의회 선코로나 증상무
4262,실시간 채널>수신 불량,티비수 신불재 송출 후 정상 사용됨
4263,단말>리모컨작동불가>기타문의,고객 요청사항 리모컨 작동 불가 건전지 교체 안내 시 확인 후 재연락한다고 함 회선 단말특이사항 진단 결과 기타 추가 연락처
4264,단말>리모컨작동불가>현장출동,고객 요청사항 리모컨 안됨 뭘 잘못 만져서 안 되는 거 같다 하심 통합 설정안 내 하였으나 기사님 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
4265,단말>리모컨작동불가>택배발송,리모컨 시 시 작동 불본인 택배 발송 요청하여 등록 안내했으나 거부
4267,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 소리 안나옴 화면은 정상회선 단말특이사항 진단 결과 기타 추가 연락처
4268,실시간 채널>수신 불량,최대한 빠른 방문 요청 수신 불두대 모두 안됨 코로나 무대리 신고업
4269,실시간 채널>수신 불량,시기가 지니 일부 채널 안나 옴 재부팅 확인함 다른 자리에서 이용하는 유튜브 화면과 기가 지니 쪽 유튜브 다른 부분 관련 오늘도 통화했으나 해결 방법 알려주지 않고 무선 마우스로 쓰라고 안내되었다고 정확한 원인 확인처리 요청
4270,단말>STB(작동)이상,고객 요청사항 지니 음성 및 작동오류리셋 회선 단말특이사항 진단 결과 기타 추가 연락처
4271,VOD/컨텐츠>메뉴 실행 불가,시 이후 방문 요청 유료화 고객 요청사항 수시로 끊김 다시보기 할 때 끊김달부터 지속적으로 그러셨다 함회선 단말특이사항 진단 결과 포트 정상기 타 추가 연락처
4272,단말>리모컨작동불가>현장출동,코로나 이 상무 고객 요청사항 대 모두 리모컨 작동 안됨회선 단말특이사항 진단 결과 기타 추가 연락처
4273,실시간 채널>수신 불량,고객 요청사항 외부 신고 서비스 가입 후 채널 시청 안 된다 심 기본 시청하는 채널도 줄어들었다 심 테스트 불가 위성 신호 이상인지 채널 시청 안 되는 부분인지 확인 필요 고장 접수 회선단말특이사항 진단 결과 기타 추가 연락처
4274,단말>리모컨작동불가>택배발송,리모컨 고장 등록
4275,실시간 채널>수신 불량,차리셋 후 동일시 이전 방문 요청 미리 연락 후 방문 고객 요청사항 일 리셋 접수 티비수 신불회선 단말특이사항 진단 결과 기타 추가 연락처
4276,실시간 채널>화질 이상,고객 요청사항 소리만 나오고 화면 안 나 옴리셋해도 안됨 잦은 고장 확실한 점검 요회선 단말특이사항 진단 결과 기타 추가 연락처
4277,실시간 채널>화질 이상,일시 시청도중 멈춤 끊김 현상
4278,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처
4279,실시간 채널>수신 불량,고객 요청사항 닷컴 접수 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
4280,단말>리모컨작동불가>현장출동,고객 요청사항 배우자리모컨 일부 버튼 작동 불교체회선 단말 특이사항 진단 결과 기타 추가 연락처
4281,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 동호동과 호수 재확인 필수 신불회선 단말특이사항 진단 결과 기타 추가 연락처인
4282,"고객원인>부주의, ID/PW 분실 등",코로나 이 상무 고객 요청사항 고객이 선 만 잔 뒤 시청 안됨 회선 단말특이사항 진단 결과 기타 추가 연락처
4283,실시간 채널>수신 불량,여추가 일시 안내함 코로나 이 상무 올레티비수 신불층 안됨리 부팅해도 마찬가지
4284,단말>리모컨작동불가>현장출동,코로나무 권유 실패 고객 요청사항 기가 지니 리모컨 작동 불 현장 방문 교체 요청어플 문자 발송회선 단말특이사항 진단 결과 기타 추가 연락처
4285,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 호새로 입주고객 연결 요청 원하심회선 단말특이사항 진단 결과 기타 추가 연락처 연후방
4286,단말>리모컨작동불가>M&S내방안내,리모컨 고장
4287,실시간 채널>네트워크 오류,코로나 이 상무재확인 필 고객 요청사항 티비 두 대 인터넷 연결오류 나오면서 시청 안됨회선 단말특이사항 진단 결과 신호 비정상 기타 추가 연락처
4288,단말>리모컨작동불가>택배발송,리모컨 택배 작성
4289,단말>리모컨작동불가>현장출동,고객 요청사항 리모컨 작동 불숫자판도 지워짐 교체 요청하심 연 후방 회선단말특이사항 진단 결과 기타 추가 연락처
4290,AS접수/변경>임대단말 분실/파손,원 리모컨 파손됨 본인 신청 리모컨
4291,단말>리모컨작동불가>M&S내방안내,고객 요청사항 리모컨 작동 불비 정상 직영점 방문 교체 안내회선 단말특이사항 진단 결과 기타 추가 연락처
4292,실시간 채널>수신 불량,일시 수신 불코로나무
4293,실시간 채널>수신 불량,고객 요청사항 일부 채널 안나옴회선 단말특이사항 진단 결과 기타 추가 연락처
4294,단말>리모컨작동불가>택배발송,리모컨 고장 택배 접수 본인 확인 통합 설정과 페어링 설정 문자 발송함
4295,단말>STB(부팅) 이상>부팅중 오류메시지 발생,고객 요청사항 수신불로 딩 중입니 다 회선 단말특이사항 진단 결과 기타 추가 연락처
4296,실시간 채널>수신 불량,고객 요청사항 외부 신고 대 시청 불 연 후방 코로나 이 상무 재확인필 회선 단말특이사항 진단 결과 기타 추가 연락처
4297,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 전원안 들어옴고객 측 인계 함회선 단말특이사항 진단 결과 기타 추가 연락처
4298,단말>리모컨작동불가>택배발송,권유 실패 고객 요청사항 지니리모컨 고장 대리인 등록배송 일정 통합설정안 내 회선 단말특이사항 진단 결과 기타 추가 연락처
4299,단말>리모컨작동불가>M&S내방안내,리모컨 작동 불 위치 문자 발송
4300,실시간 채널>수신 불량,고객 요청사항 신호미약증상 일 정도 지속된 증상 리셋동일회선 단말특이사항 진단 결과 기타 추가 연락처
4301,단말>STB(부팅) 이상>부팅중 오류메시지 발생,차리셋해도 동일 연락 후 방문요 고객 요청사항리셋 접수 호 수신 불서비스 시작 중 회선 단말특이사항 진단 결과 기타 추가 연락처
4302,실시간 채널>수신 불량,코로나 이 상무재확인 필 모텔 독촉 통화하여 당일 오후 건수 개 추가 고객 요청사항 시청 불회선 단말특이사항 임의 호 진단 결과 기타 추가 연락처인 입
4303,실시간 채널>화질 이상,일 오전 방문 희망 고객 요청사항 음성은 나오나 영상 안나 옴재부팅함 회선 단말특이사항 진단 결과 기타 추가 연락처
4304,단말>음성인식이상(기가지니),쿠폰기가 지니 음성인식 안됨 호출하면 대답안함
4305,실시간 채널>음성 이상,고객 요청사항 소리가 안 나옴연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
4306,단말>리모컨작동불가>기타문의,명의자 이종환 본인 내방 연락처 리모컨 버튼 작동안됨교체
4307,단말>리모컨작동불가>택배발송,리모컨 작동 불가건전지 교체해 봄소 등 택배 등록 리모컨
4308,실시간 채널>수신 불량,고객 요청사항 호임의 티비 두 대 수신 불연 후방 회선단말특이사항 진단 결과 기타 추가 연락처
4309,단말>리모컨작동불가>현장출동,코로나 이 상무재확인 필 고객 요청사항 티비대 리모컨 작동 불회선 단말특이사항 진단 결과 정상기 타 추가 연락처
4310,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 교체 재연결 요청회선 단말특이사항 진단 결과 기타 추가 연락처
4311,단말>리모컨작동불가>현장출동,고객 요청사항 리모컨 고장 지니 셋탑 확인 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
4312,실시간 채널>화질 이상,고객 요청사항 화질이 상켜면 시청은 되나 시청 화면 하단에 소프트웨어 업데이트 중이라고 나오고 업데이트 하려고 해도 업데이트 안됨 외부 신고회선 단말특이사항 진단 결과 기타 추가 연락처
4313,실시간 채널>음성 이상,고객 요청사항리셋건 음성이상 볼륨을 올리거나 내려도 소리가 똑같이 들림 재부팅 동일 일반 리모콘은 음량 내리는 거만 안됨 방문 확인 요청연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
4314,단말>STB(작동)이상,기가 지니 음성오인식 연후방
4315,단말>리모컨작동불가>M&S내방안내,이메일 상담 리모컨 고 장 문의 교체 또는 구매 안내
4316,실시간 채널>네트워크 오류,일 시 안내 시청 불인터넷 오류
4317,실시간 채널>수신 불량,빠른 방문 가능 시 참고요 고객 요청사항 수신불인 입재부팅 세입자 사용하는 곳 회선 단말특이사항 진단 결과 비정상 기 타 추가 연락처
4319,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 차리셋해도 안됨 차리셋 접수선재 연결 후 채널 화면 끊기고 음성 끊김 현상 회선단말특이사항 진단 결과 기 타 추가 연락처 미리 연락요
4320,실시간 채널>수신 불량,시수신불
4321,단말>리모컨작동불가>M&S내방안내,본인 직영점 매장 확인 가능한 문자 발송
4322,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 수신불회선 단말특이사항 리셋 후 동일진단 결과 정상기 타 추가 연락처
4323,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 대 일부 채널 시청 불셋 탑재 부팅해도 동일 연락 후 최대한 빠른 방문 요청회 선 단말특이사항 진단 결과 올인 홈모뎀 정상기 타 추가 연락처
4324,고객원인>증설/구내선 정리요청,고객 요청사항 추티 선 연결회선 단말특이사항 진단 결과 정상기 타 추가 연락처 코로나 이상무재확인필
4325,실시간 채널>수신 불량,고객 요청사항 호 수신불 임의회 선 기사 대리신고 회선단말특이사항 진단 결과 기타 추가 연락처
4326,실시간 채널>수신 불량,멀고 객 요청사항 수신 불가회선 단말특이사항 진단 결과 올인홈 정상기 타 추가 연락처 코로나무 방문 전 연락
4327,실시간 채널>수신 불량,고객 요청사항 수신 불 접수 중 급한 전화 왔다며 다시 연락 준다함회선 단말특이사항 진단 결과 기타 추가 연락처
4328,단말>STB(작동)이상,코로나 이 상무재확인 필 고객 요청사항 시청 중 꺼짐 회선 단말특이사항 진단 결과 기타 추가 연락처
4329,실시간 채널>수신 불량,거실 전원 끌시퍽 소리 문제인 거 같다고 교체 원하심코로 나무 잦은 수신불
4330,실시간 채널>화질 이상,코로나 이 상무재확인 필 고객 요청사항 화면 깨짐 연락 후회선 단말특이사항 진단 결과 기타 추가 연락처
4331,단말>리모컨작동불가>M&S내방안내,리모컨 시 시 작동 불대리인 매장 방문하신 다함
4332,AS접수/변경>장비리셋 후 재사용 요청,리셋 고객 요청사항 시청 불신호 없음리셋 회선 단말특이사항 진단 결과 기타 추가 연락처
4333,단말>음성인식이상(기가지니),시기가 지니 대 모두 음성인식 안됨재부팅 확인함
4334,실시간 채널>수신 불량,권유 실패 고객 요청사항 수신 불 안방 코로나 이상무회선 단말특이사항 진단 결과 셋탑 정상 기타 추가 연락처
4335,실시간 채널>네트워크 오류,고객 요청사항 최대한 빠른 방문 요청 수신불 인터넷 연결오류뜸 음성인식도 안됨 회선 단말특이사항 진단 결과 기타 추가 연락처
4336,단말>음성인식이상(기가지니),고객 요청사항 지니 음성인식 잘못 알아듣고 딴 소리만 함회 선 단말 특이사항 진단 결과 기타 추가 연락처
4337,단말>STB(작동)이상,고객 요청사항 넷플릭스 안됨 로그인 되나 컨텐츠 재생 안됨 리셋 요청 접수는 보류회선 단말특이사항 진단 결과 기타 추가 연락처
4338,실시간 채널>음성 이상,코로나 이 상무 권유 실패 고객 요청사항 음량 소리가 작게 들림회선 단말특이사항 음량이 작음 의뢰진단 결과 기타 추가 연락처
4339,실시간 채널>화질 이상,코로나 이 상무재확인 필 고객 요청사항 화질이상회선 단말특이사항 임의대 중대끊김시청 중 꺼짐 증상 있음 리셋해도 동일 진단 결과 기타 추가 연락처인 입
4340,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 작동 불 지점 거절 택배 배송 요 회선단말특이사항 추가 티비권 지니 전환권 호전환 진단 결과 기타 추가 연락처
4341,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
4343,실시간 채널>화질 이상,코로나 이 상무재확인 필 고객 요청사항 티화질이상 기존에 오셨던 엔지니어 분 아닌 분요청하심회선 단말특이사항 진단 결과 기타 추가 연락처
4344,실시간 채널>전환 지연,고객 요청사항 채널 전환도 느리고 전체적인 반응이 늦다고 함 연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
4345,고객원인>증설/구내선 정리요청,고객 요청사 항 안나옴 선교체 요청 거실 권유 실패 코로나 이상무회선 단말특이사항 진단 결과 올인 홈모뎀 비정상기 타 추가 연올인 홈모뎀 정상락처
4346,실시간 채널>수신 불량,봇코로나 이 상 무재확인 필 고객 요청사항 수신 불케이블 연결이 잘 되지 않다고 확인 됌회선 단말특이사항 진단 결과 모뎀 확인 불기 타 추가 연락처
4347,실시간 채널>수신 불량,고객 요청사항 수신 불 셋톱박스 점검 요청함 주소 확인 회선단말특이사항 진단 결과 기타 추가 연락처
4348,실시간 채널>수신 불량,고객 요청사항 인 입시 일반 쪽만 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
4349,단말>리모컨작동불가>택배발송,대중 대 방에서 리모컨 작동 불가 채널 버튼 여러 번 눌러야 되곤 다함 무료 배송 요청 통합 페어링 어플 전송
